289 01035 0
289 01080 10
289 01200 0
289 0 2
289 0 3
289 0540 14
289 0 9
289 0 9
289 0939 10
289 0975 2
289.298 0 20
289.44 0960 5
289.75 0950 5
289.9 0 10
289.9 01128 0
289.9 01335 0
289.9 01337 10
289.9 01350 0
289.9 0 2
289.9 0562 0
289.999 0900 0
289.999 0900 0
290 0 2
290 02387 6
290 0513 2
290 0964 5
290.25 01428 0
290.875 01261 7
290.92 01880 16
290.999 0563 14
294.5 0 4
295 0 10
295 01000 2
295 01080 10
295 01750 10
295 0 2
295 0 2
295 0400 2
295 0500 2
295 0510 14
295 0700 2
295 0769 5
296.435 01282 0
297.5 0 18
297.688 0 20
298 0 3
298 0840 4
298 0840 4
298 0 9
298.597 0700 0
299 0 0
299 0 0
299 01074 5
299 01120 6
299 01300 6
299 01304 0
299 01428 0
299 01428 0
299 01525 20
299 0 16
299 0 2
299 0 2
299 0 2
299 0 2
299 0 2
299 0 2
299 0 2
299 0 2
299 0 2
299 0 2
299 0 2
299 0345 2
299 0 4
299 0400 2
299 0450 2
299 0468 14
299 0 5
299 0 5
299 0550 14
299 0 6
299 0635 14
299 0650 2
299 0700 0
299 0700 0
299 0700 2
299 0760 9
299 0762 6
299 0 9
299 0968 18
299 0995 18
299.9 0 14
299.9 0 20
299.9 0 20
299.9 0 20
299.9 0551 14
299.95 0600 14
299.995 01160 18
299.999 0585 14
300 01216 18
300 01880 16
300 0 2
300 0 2
300 02268 7
300 0 3
300 0 9
300.6 02494 6
300.616 0780 6
301.6 0740 0
301.92 0 0
302.357 0470 2
303 01062 5
303.25 0753 0
304.799 01150 5
304.9 0805 14
305 0 2
305 0532 14
305 0566 14
307 0 0
308 01457 16
308 0 20
309 01076 5
309 01076 5
309 01089 5
309 01089 5
309 0 2
309 0 2
309 0 3
309 0 4
309 0 4
309 0433 14
309.25 01200 6
309.9 0 19
309.9 0 6
310 01030 10
310 01192 9
310 01253 6
310 0 16
310 0 2
310 0 2
310 0 2
310 0 2
310 0 2
310 0 9
310 0900 0
311 0 6
312 01017 5
312 01088 5
312 01088 5
312 0788 0
312.4 01400 0
315 01172 0
315 0 12
315 01398 0
315 0 16
315 0 2
315 0 2
315 03791 6
315 0425 2
315 0 6
315 0864 4
315.567 0335 2
316 01308 11
317.5 0956 0
318 0500 2
319 0 0
319 01050 5
319 01062 5
319 01100 5
319 01238 5
319 01276 9
319 01422 5
319 0 2
319 0 2
319 0 2
319 0 3
319 0517 14
319 0550 2
319 0600 0
319 0860 18
319 0899 5
319.9 0587 0
319.9 0587 0
319.9 0752 0
320 0 2
320 0 2
320 0 3
320.923 0455 2
321.35 0 18
321.84 01332 0
323 0603 14
324 0812 14
324.8 0 20
324.9 0 13
324.9 0 14
324.9 0 14
324.9 0517 14
325 01013 5
325 01075 0
325 0 12
325 01230 9
325 01531 14
325 01830 6
325 0 2
325 0 2
325 0 2
325 0 3
325 0451 0
325 0525 14
325 0560 14
325 0573 0
325 0625 2
325 0780 0
325 0 9
325 0975 2
325.5 0600 2
325.5 0600 2
325.514 0 20
326.4 0 7
327 0 16
328 0 16
328 0665 14
328.918 0675 2
329 0 0
329 0 0
329 0 10
329 01175 9
329 01215 16
329 0 14
329 01546 10
329 0 16
329 0 16
329 0 17
329 01911 10
329 0 2
329 0 2
329 0 2
329 0 3
329 0 3
329 0493 0
329 0 5
329 0540 2
329 0550 14
329 0560 14
329 0575 2
329 0 6
329 0600 14
329 0660 14
329 0800 2
329 0 9
329.5 0539 14
329.6 0776 0
329.9 0 12
329.9 01300 0
329.9 0 2
329.9 02100 0
329.9 0644 0
329.9 0644 0
329.9 0 9
330 0 0
330 01125 0
330 01125 0
330 01394 2
330 01861 20
330 0 2
330 0475 14
330 0650 14
330 0725 18
330 0736 14
331.935 0751 2
334 01056 16
334 0 2
334.235 0500 2
334.9 01128 0
334.999 0 2
335 0 18
335 0 2
335 0 2
335 0 2
335 0 2
335 0 2
335 0 3
335 0 3
335 0596 0
335 0603 14
335 0865 18
335 0900 18
338.003 0500 2
338.888 0 3
339 0 10
339 01083 9
339 01192 9
339 0 16
339 0 19
339 0 2
339 02000 0
339 0 3
339 0 3
339 0500 2
339 0720 14
339.9 01367 0
339.9 0 14
339.9 01400 0
339.9 0 16
339.9 0 16
339.999 0 20
339.999 0510 14
339.999 0 9
340 0 3
340 0450 2
340 0505 2
340 0505 2
340 0505 2
340 0600 14
340 0890 0
342 0 19
342.335 0678 2
343.2 0622 14
344 0672 14
344 0849 9
344 0862 0
344.5 0570 2
344.5 0602 14
344.9 0640 14
345 0 14
345 0 16
345 0 2
345 0 2
345 0 2
345 0 3
345 0400 2
345 0419 2
345 0598 14
345 0600 0
345.227 0 18
346.821 0650 0
347 0 3
347 0 3
347.5 0 20
348.2 01819 6
348.413 01347 5
349 01089 5
349 01218 16
349 01384 0
349 01500 2
349 0 2
349 0 2
349 0 2
349 0 2
349 0 2
349 0 2
349 0 2
349 0 2
349 02500 5
349 0 3
349 0 3
349 0 3
349 0 3
349 0 3
349 0 3
349 0400 2
349 0574 14
349 0 6
349 0600 0
349 0650 2
349 0 7
349 0900 0
349 0980 0
349.9 0 10
349.9 01171 0
349.9 01337 10
349.9 01337 10
349.9 01448 0
349.9 0 3
349.9 0700 14
349.9 0701 14
349.999 01259 5
350 01006 20
350 0 12
350 0 12
350 0 16
350 0 2
350 0 2
350 0 2
350 02095 0
350 0 4
350 0505 2
350 0581 14
350 0606 2
350 0702 14
350 0853 0
350 0902 0
350 0994 0
351 01088 5
351.19 01158 5
352 01193 6
352 0 14
353 0 2
353.9 0600 14
354.5 0587 2
354.9 0 9
355 01644 16
355 0 2
355 0 3
355 0450 2
355 0545 0
355.895 0692 2
356.5 0590 2
356.5 0590 2
357 01911 10
357 0875 0
357.6 01278 0
357.777 0930 18
358 0 3
358.283 0660 0
358.9 0754 14
359 0 0
359 0 10
359 01000 18
359 01129 20
359 0 16
359 0 17
359 01750 10
359 01809 10
359 01809 10
359 0 19
359 0 2
359 0371 2
359 0584 2
359 0 6
359 0719 2
359 0726 14
359.014 01509 16
359.05 0821 14
359.5 0360 2
359.9 0 3
359.9 0400 2
359.9 0850 9
359.999 01700 4
360 01686 20
360 0 2
360 0 20
360 0360 2
360 0410 2
360 0420 2
360 0550 2
360 0586 2
360 0638 14
360.5 0577 2
361 0587 2
361 0977 0
362.25 01368 0
362.5 0570 2
364 0585 14
364 0695 14
365 0 11
365 0 2
365 0 2
365 0 3
365 0410 2
365 0594 2
365 0594 2
365 0 6
365 0675 14
365 0912 5
365 0946 2
366.5 0590 2
367 0577 2
369 0 0
369 0 0
369 01120 0
369 01362 0
369 01450 7
369 0 16
369 01859 20
369 0 2
369 0 2
369 0 20
369 0 3
369 0 3
369 0 4
369 0600 2
369 0626 14
369 0638 14
369 0678 14
369 0 7
369 0 7
369 0710 0
369 0752 14
369 0767 7
370 01083 9
370 0 2
370 0 2
370 0 2
370 0494 2
371 0 0
371 0584 2
371 0594 2
372.104 0631 2
374 0 4
374.4 0710 0
374.999 01085 0
375 01022 4
375 01100 2
375 0 15
375 0 2
375 0 2
375 0 2
375 0 2
375 0 2
375 0 21
375 0507 14
375 0558 2
375 0590 2
375 0592 14
375 0600 0
375 0600 2
375 0612 0
375 0625 14
375 0700 14
375 0742 9
375 0850 2
375 0894 6
375 0 9
377.5 0594 2
378 0 3
378 0 3
378 0 3
378 0856 16
379 01021 0
379 0 16
379 0 19
379 0 2
379 0 2
379 0 3
379 0500 2
379 0537 14
379 0577 2
379 0600 0
379 0602 14
379 0650 14
379 0660 0
379 0 7
379 0 7
379 0 7
379 0742 0
379 0887 9
379.083 0710 2
379.9 01200 9
379.9 01491 0
379.9 01491 0
379.9 0 9
380 0 0
380 01798 10
380 0 2
380 0505 2
381.5 0 22
381.5 0600 2
384 0 3
384.615 01334 5
385 01137 16
385 01200 5
385 01319 20
385 0 16
385 0 16
385 0 2
385 0360 2
385 0558 2
385 0558 2
385 0558 2
385 0600 2
385 0780 2
385 0900 2
385.5 0504 2
387.2 01283 14
387.258 0939 2
387.5 0590 2
387.999 01452 20
387.999 0 20
388 0 2
388 0 4
389 0 0
389 01165 5
389 01281 10
389 01500 2
389 0 16
389 0 17
389 0 2
389 0 2
389 0 2
389 0 2
389 0 2
389 0500 2
389 0568 2
389 0584 2
389 0599 2
389 0606 0
389 0 7
389 0743 0
389 0900 2
389 0912 5
389.9 01491 0
389.9 0 5
389.9 0662 14
389.915 0600 14
389.999 01450 20
389.999 01450 20
389.999 0 20
389.999 0 20
390 0 4
390 0 4
391.5 01200 6
391.5 0589 2
392.5 0 3
392.8 01243 9
393 0738 14
394 01230 4
394 01533 16
395 0 0
395 0 0
395 01463 16
395 0 16
395 01900 6
395 0 2
395 0 2
395 0 2
395 0 2
395 0 2
395 0371 2
395 0450 2
395 0500 2
395 0558 2
395 0558 2
395 0720 14
395 0740 2
395 0900 0
395.999 0433 2
396 01000 2
397.5 01171 0
398 01882 4
398 0 2
398 0 4
399 0 0
399 0 0
399 0 0
399 0 0
399 0 10
399 0 10
399 0 11
399 01130 0
399 01300 18
399 01395 10
399 01400 18
399 01546 10
399 0 16
399 0 2
399 0 2
399 0 2
399 0 2
399 0 2
399 0 2
399 0 2
399 0 2
399 0 2
399 0 2
399 0 2
399 02068 5
399 0 3
399 0 3
399 0 3
399 0384 2
399 0500 2
399 0500 2
399 0503 2
399 0562 2
399 0600 14
399 0600 14
399 0630 2
399 0657 14
399 0686 14
399 0696 14
399 0 7
399 0 7
399 0 7
399 0708 14
399 0710 0
399 0727 14
399 0733 14
399 0746 14
399 0767 14
399 0841 2
399 0867 2
399 0887 0
399 0 9
399 0 9
399.18 0 20
399.5 0 17
399.5 0 17
399.5 0550 2
399.6 0850 0
399.888 0 16
399.9 0 16
399.9 0 16
399.9 0 20
399.9 0742 9
399.9 0742 9
399.999 01050 0
399.999 0 2
399.999 0 2
399.999 0 9
400 01042 2
400 01260 2
400 01445 2
400 01911 10
400 0 2
400 0 2
400 0 2
400 0 3
400 0 5
400 0500 2
400 0550 2
400 0550 2
400 0870 3
401.872 0547 2
403.142 01236 0
404.5 01860 6
404.9 01286 3
405 01415 14
405 01786 0
405 0 2
405 02460 6
405.66 0377 2
406.63 0772 0
408 01288 4
408 01359 0
409 01200 5
409 0 16
409 0 3
409 0776 2
409 0800 14
409.9 0 2
410 01676 0
410 0726 14
410 0750 14
410.8 01638 15
412 01081 0
414.416 0871 2
414.9 01090 5
414.9 01450 0
414.9 0 5
415 0 0
415 01350 0
415 01541 5
415 0 2
415 0 2
415 0 2
415 0 2
415 0 3
415 0558 2
415 0750 14
415 0 9
416.756 0946 6
417 01201 0
417 0 14
417 01696 5
417 0 2
418 01798 10
418 0 4
418 0630 2
418 0663 2
418 0860 0
418.403 0825 2
419 0 13
419 0 2
419 0 2
419 0 2
419 0 22
419 0500 2
419 0600 2
419 0625 2
419 0700 14
419 0718 0
419 0741 2
419 0782 14
419.9 01704 20
419.999 0 20
420 0 0
420 0 2
420 0 2
420 0 2
420 0720 14
420 0750 2
420 0796 0
420.097 0575 2
422.838 01932 16
424 0 3
424 0650 0
424.9 0 13
424.9 0 7
424.9 0910 2
425 0 0
425 01048 5
425 0 11
425 01115 0
425 01188 16
425 01228 18
425 01400 0
425 01718 20
425 0 18
425 01853 20
425 0 2
425 0 2
425 0 2
425 0 20
425 0 3
425 0 3
425 0550 2
425 0 6
425 0600 2
425 0636 14
425 0647 14
425 0724 14
425 0820 14
425 0858 0
425 0 9
425 0950 2
425.503 0 20
425.94 0687 2
427.098 0575 2
428 0663 2
428 0663 2
428 0 9
428 0908 18
428.888 01026 9
429 01632 7
429 01695 16
429 01800 13
429 02000 0
429 0 3
429 0 3
429 0 3
429 0 3
429 0545 2
429 0550 2
429 0650 2
429 0700 14
429 0 9
429 0900 14
429.9 0 20
429.9 0980 14
430 0 0
430 01250 2
430 0 2
430 0 2
430 0485 2
430 0566 0
430 0600 2
432.5 01510 9
433.202 0868 0
434 0 3
435 0 11
435 0 2
435 0 2
435 0 2
435 0 4
435 0575 2
435 0800 14
437 0764 14
437 0770 14
438 0 16
438 01868 4
438 0 2
438 0663 2
438.208 0458 2
438.8 0 17
439 01020 5
439 0 11
439 0 11
439 0 19
439 0 2
439 0 2
439 0 3
439 0 3
439 0 3
439 0 3
439 0 4
439 0450 2
439 0566 14
439 0600 2
439 0750 14
439 0812 14
439 0855 14
439.5 0 0
439.707 0 20
440 01673 0
440 0 2
441.563 0582 2
444 0 3
444.999 0 20
445 0 13
445 0 3
445 0 4
445 0544 2
445 0600 2
446.256 01633 16
447 0 2
447 0750 2
447.2 01795 0
448 01400 0
448 0 16
448 0 3
448.077 0485 2
449 01191 18
449 01271 18
449 01271 18
449 01450 7
449 0 18
449 0 2
449 0 2
449 0 2
449 0 2
449 0 2
449 0 2
449 0 2
449 0 2
449 0 2
449 0 2
449 0 20
449 02100 7
449 0450 2
449 0589 2
449 0 6
449 0 6
449 0611 2
449 0 7
449 0861 14
449 0 9
449.5 01081 0
449.5 0750 2
449.9 0 14
449.9 0870 14
450 0 0
450 0 0
450 01195 6
450 01278 0
450 01798 10
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0 2
450 0372 2
450 0 5
450 0503 2
450 0550 2
450 0725 2
450 0784 14
450 0819 2
450 0875 0
450 0 9
450 0900 2
450 0974 14
455 01150 0
455 0 2
455 0 3
455 0433 2
455 0589 2
456.229 0847 0
458.917 0 20
459 01020 5
459 01273 14
459 0 2
459 0 2
459 0 2
459 0 2
459 0 2
459 0 20
459 0 3
459 0 3
459 0750 2
459 0855 14
459 0905 2
459 0939 7
459 0974 14
459.999 0 0
459.999 0 2
460 01499 4
460 0 2
460 0 2
460 0 2
460 0 2
460 0400 2
460 0600 2
460 0616 2
460 0670 2
460 0800 0
462.538 0 7
463.9 01444 0
464.244 0767 14
465 01021 0
465 01275 14
465 0 2
465 0 2
465 0 2
465 0 20
465 0 20
465 0 4
465 0 4
465 0503 2
465 0520 2
465 0600 2
465 0625 2
465 0825 14
465 0 9
466.252 0389 2
466.55 0687 2
468 0650 2
469 0 0
469 0 11
469 01369 0
469 0 15
469 0 16
469 0 16
469 0 16
469 0 2
469 0 2
469 0 2
469 0 3
469 0 3
469 0408 2
469 0450 2
469 0525 0
469 0669 2
469 0675 14
469 0683 2
469 0744 0
469 0759 0
469 0 9
469.5 0 2
469.5 0 2
469.553 01400 2
469.9 01600 6
469.9 0 2
470 0 2
470 0 2
470 0 2
470 0 9
474.995 0 2
475 01000 0
475 0 14
475 0 14
475 0 2
475 0 2
475 0 2
475 0 2
475 0 2
475 0 2
475 0 2
475 0550 2
475 0562 0
475 0562 2
475 0 6
475 0650 2
475 0650 2
475 0653 21
475 0671 14
475 0721 2
475 0738 0
475 0738 0
475 0896 14
475.296 0373 2
475.404 01018 2
476.879 0945 2
478 0 16
478.999 0 2
479 01125 9
479 0 16
479 0 16
479 01820 16
479 01870 16
479 0 2
479 0 2
479 0 2
479 0 3
479 0450 2
479 0556 2
479 0619 21
479 0670 2
479 0675 2
479 0700 2
479.2 02312 16
479.5 01324 14
479.9 0 19
480 0 0
480 01248 0
480 01405 5
480 01950 16
480 0 2
480 0 7
481.962 02000 0
482.928 0655 2
483.312 0492 2
484 0 0
484 0 2
484 0450 2
484.5 0869 14
485 0 0
